InputStoryid,premise,hypothesis,label,ending_id,premise_len,hypothesis_len
e33c53cd-ef8a-4db1-9c32-f959915e58af,Thomas had been feeling under the radar lately. He went to his doctor to get a checkup. His doctor told him that his cholesterol levels were a little bit high. Thomas started eating healthier and going on walks.,His doctor was very pleased at his next checkup.,1,2,38,9
2ad820ab-e57f-4652-bd55-8d65676cc26a,The doorbell rang but no one was there. She was unsure as to whether she should open the door or not. Slowly she creaked open the door and peered outside. Her brother leaped out at her and gave her a good scare.,She decided to watch her favorite comedy show on Netflix.,0,1,42,10
2ad820ab-e57f-4652-bd55-8d65676cc26a,The doorbell rang but no one was there. She was unsure as to whether she should open the door or not. Slowly she creaked open the door and peered outside. Her brother leaped out at her and gave her a good scare.,She screamed and pushed her brother away.,1,2,42,7
17701a43-538d-43de-8115-113ff7211818,Stephanie wanted to make applesauce. She decided to drive to the farm market to pick some delicious apples. As she was walking through the orchard she tripped and fell. She broke both of her wrists.,Stephanie pushed herself up with her hands.,0,1,35,7
17701a43-538d-43de-8115-113ff7211818,Stephanie wanted to make applesauce. She decided to drive to the farm market to pick some delicious apples. As she was walking through the orchard she tripped and fell. She broke both of her wrists.,Stephanie could not get up until someone found her.,1,2,35,9
a4d8103f-fb5b-47b5-9bb0-619a13fff746,Roy couldn't figure out why his apartment smelled so bad. His friends commented on it when they went over. Everyone decided to look for the source. It turned out to be an old fish in the refrigerator.,Roy decided to leave the fish in the refrigerator.,0,1,37,9
a4d8103f-fb5b-47b5-9bb0-619a13fff746,Roy couldn't figure out why his apartment smelled so bad. His friends commented on it when they went over. Everyone decided to look for the source. It turned out to be an old fish in the refrigerator.,Roy threw out the old fisher and everything smelled better.,1,2,37,10
d55d516a-381b-448f-a955-de72d53f50db,"Jimmy grew up very poor. However, his parents always did his best to provide for him. When he got into a good college, they worked two jobs to afford it. When he graduated, he wanted to show his appreciation.",So he repaid them for college.,1,1,39,6
d55d516a-381b-448f-a955-de72d53f50db,"Jimmy grew up very poor. However, his parents always did his best to provide for him. When he got into a good college, they worked two jobs to afford it. When he graduated, he wanted to show his appreciation.",Jimmy called his parents and cursed at them.,0,2,39,8
aff4c215-48cf-46b6-9e7d-0f66bab8fe98,"Jill was surprised when a handsome boy asked her to the college dance. As her roommates got ready, Jill fussed about her hair. Jill's roommates said they could help. Jill finished dressing into her toga-like white gown.",Her date arrived and complimented her appearance.,1,1,37,7
aff4c215-48cf-46b6-9e7d-0f66bab8fe98,"Jill was surprised when a handsome boy asked her to the college dance. As her roommates got ready, Jill fussed about her hair. Jill's roommates said they could help. Jill finished dressing into her toga-like white gown.",Jill and her friends had a fun girls-only night out.,0,2,37,10
cd3eb218-2b2d-462e-b33e-2747b8dfaeb3,A bar owner put out a large banner to advertise his bar. The wind was strong and blew the banner away. The owner chased his banned across town. It landed in the backyard of an old woman.,The old woman refused to give back the banner.,1,1,37,9
cd3eb218-2b2d-462e-b33e-2747b8dfaeb3,A bar owner put out a large banner to advertise his bar. The wind was strong and blew the banner away. The owner chased his banned across town. It landed in the backyard of an old woman.,The old woman was delighted to find the fur coat.,0,2,37,10
f15ddccd-7a21-45c3-ab3f-241ef3b2e4d3,My mother has a recipe for pumpkin bars that I like quite a lot. She once made them for me because I was having a bad day. I ate the pumpkin bars and I felt much better. The bars reminded me that my mother cares about me.,I never ate pumpkin bars after that day.,0,1,47,8
f15ddccd-7a21-45c3-ab3f-241ef3b2e4d3,My mother has a recipe for pumpkin bars that I like quite a lot. She once made them for me because I was having a bad day. I ate the pumpkin bars and I felt much better. The bars reminded me that my mother cares about me.,I made pumpkin bars later in life and they reminded me of my mom.,1,2,47,14
ddb2a703-b9a5-4462-98c2-eb6705f1430f,"Tim decided to spend more time with his granddad. His grandpa loved birdwatching, so Tim watched with him. They marked their sightings in a notebook. Soon Tim was really interested!",Tim decided he wasn't interested in birds anymore.,0,1,30,8
ddb2a703-b9a5-4462-98c2-eb6705f1430f,"Tim decided to spend more time with his granddad. His grandpa loved birdwatching, so Tim watched with him. They marked their sightings in a notebook. Soon Tim was really interested!",Tim and his grandad found a hobby that they both enjoyed.,1,2,30,11
577c1232-e3bd-4650-8f6f-17d941d9cb6b,"Danny was working at the local ice cream shop this summer. He was very excited to have started his first job. On his first day a little boy dropped his ice cream on the floor. Without hesitation, Danny knew just what to do.",He gave him another scoop of ice cream.,1,1,43,8
577c1232-e3bd-4650-8f6f-17d941d9cb6b,"Danny was working at the local ice cream shop this summer. He was very excited to have started his first job. On his first day a little boy dropped his ice cream on the floor. Without hesitation, Danny knew just what to do.",He refused to give him another scoop.,0,2,43,7
7d5f167f-0f44-4bed-bf1d-7c6a1fbaa6db,Laurence and his family decided to move. First they packed up their furniture. They then packed up everything else. All their belongings were moved into the van.,Laurence and his family drove to their new home.,1,1,27,9
7d5f167f-0f44-4bed-bf1d-7c6a1fbaa6db,Laurence and his family decided to move. First they packed up their furniture. They then packed up everything else. All their belongings were moved into the van.,Laurence put all of their belongings back into the house.,0,2,27,10
8175fe68-8698-40ec-a14e-7fe61c43a17e,"Joy wanted to find the perfect shell for her hermit crab. She could buy one, but it would be more special if she found it. She scoured the beach all morning. Everything that might work was broken!",She had to buy a shell after all.,1,1,37,8
8175fe68-8698-40ec-a14e-7fe61c43a17e,"Joy wanted to find the perfect shell for her hermit crab. She could buy one, but it would be more special if she found it. She scoured the beach all morning. Everything that might work was broken!",So she brought one home and gave it to her crab.,0,2,37,11
cd83513d-dbe7-4931-badb-7adf2c0a1b95,Westin was getting married! He wanted his wedding to go perfectly. Everything went well until the evening. Someone got very intoxicated and fell into the cake!,Westin cut a perfect slice from the cake.,0,1,26,8
cd83513d-dbe7-4931-badb-7adf2c0a1b95,Westin was getting married! He wanted his wedding to go perfectly. Everything went well until the evening. Someone got very intoxicated and fell into the cake!,Weston and his wife kicked out the intoxicated person.,1,2,26,9
91143c2a-eb2c-4524-8ff5-98c06aa46da2,Joe was helping his dad clear the woods in the back of their yard. All of a sudden he heard loud buzzing. He had stirred up a bee's nest. He got stung six times before he could escape.,Joe laughed about the experience.,0,1,38,5
91143c2a-eb2c-4524-8ff5-98c06aa46da2,Joe was helping his dad clear the woods in the back of their yard. All of a sudden he heard loud buzzing. He had stirred up a bee's nest. He got stung six times before he could escape.,Joe was angry he got hurt.,1,2,38,6
3ed55cbe-f198-4d64-b083-4c27788cf82d,"Tim had dreams of becoming a great bodybuilder. He worked out every night to try to reach his goal. His hard work paid off and he earned a spot in a popular contest. He showed his skills, lifting more than 250 lbs.",Tim was very determined.,1,1,42,4
3ed55cbe-f198-4d64-b083-4c27788cf82d,"Tim had dreams of becoming a great bodybuilder. He worked out every night to try to reach his goal. His hard work paid off and he earned a spot in a popular contest. He showed his skills, lifting more than 250 lbs.",Tim had little determination.,0,2,42,4
2928e9de-f40c-4851-8d2f-a8b70e106751,"Henry was walking to his class. At the same time, he was trying to clean his phone screen with a cloth. Unfortunately, someone bumped into him. His phone fell out of his hand and landed on the ground.",The person apologized to Henry.,1,1,38,5
2928e9de-f40c-4851-8d2f-a8b70e106751,"Henry was walking to his class. At the same time, he was trying to clean his phone screen with a cloth. Unfortunately, someone bumped into him. His phone fell out of his hand and landed on the ground.",Henry was happy and thankful.,0,2,38,5
047d8c8e-c97e-408f-a29d-2d1650e82a18,"Tami decided to attend volleyball tryouts. She was only in the 8th grade, but she knew she was good. She played hard and gave it her all. She hadn't anticipated the other players would be as good as her.",Tami made the basketball team.,0,1,39,5
047d8c8e-c97e-408f-a29d-2d1650e82a18,"Tami decided to attend volleyball tryouts. She was only in the 8th grade, but she knew she was good. She played hard and gave it her all. She hadn't anticipated the other players would be as good as her.",All the players were good but she made the team.,1,2,39,10
202a3b75-1851-44dc-9162-4cd6123e5ef5,"Bob and Jim were playing ball in the house one day. They knocked over the vase and it broke into many pieces. They were afraid their mom would get angry at them. They found some glue, and carefully glued the vase back together.","Their mom enjoyed her new, broken vase.",0,1,43,7
202a3b75-1851-44dc-9162-4cd6123e5ef5,"Bob and Jim were playing ball in the house one day. They knocked over the vase and it broke into many pieces. They were afraid their mom would get angry at them. They found some glue, and carefully glued the vase back together.",The glue held the vase together and their mom never found out.,1,2,43,12
69742aaa-ec73-4354-9de2-2ee4f8e19ec1,Steve was very sad. Steve's girlfriend broke up with him. He decided to write a song to her. He poured his heart into the song.,Steve wondered if they could ever get back together.,1,1,25,9
69742aaa-ec73-4354-9de2-2ee4f8e19ec1,Steve was very sad. Steve's girlfriend broke up with him. He decided to write a song to her. He poured his heart into the song.,Steve drove an hour away to go to a strip joint for drugs.,0,2,25,13
e7594236-eaed-46c5-8389-f1e099bd5e11,"Lauren has always wanted to wear skinny jeans to parties. However, she needs to lose weight so the skinny jeans will look good. Lauren begins a challenging exercise regimen. Finally she has lost enough weight to wear skinny jeans.",She wore them proudly to the next party.,1,1,39,8
e7594236-eaed-46c5-8389-f1e099bd5e11,"Lauren has always wanted to wear skinny jeans to parties. However, she needs to lose weight so the skinny jeans will look good. Lauren begins a challenging exercise regimen. Finally she has lost enough weight to wear skinny jeans.",She was jealous.,0,2,39,3
81a217ff-717d-4416-a45b-25fe7be0d0fa,"Sonny lived in Texas, and it was a hot summer. He was so sick of the heat. He decided to find a way to cool off. At first, he couldn't think of anything.",He decided to go turn on his heaters.,0,1,33,8
81a217ff-717d-4416-a45b-25fe7be0d0fa,"Sonny lived in Texas, and it was a hot summer. He was so sick of the heat. He decided to find a way to cool off. At first, he couldn't think of anything.",He then decided to jump into his pool.,1,2,33,8
a94a118d-643c-434e-8a5b-626aff2969e1,"Ronald had two kids, a boy and a girl. That was more than enough. He really didn't want two to be honest. One day his wife told him baby three was on the way.",He was deeply unhappy but afraid to leave.,1,1,34,8
a94a118d-643c-434e-8a5b-626aff2969e1,"Ronald had two kids, a boy and a girl. That was more than enough. He really didn't want two to be honest. One day his wife told him baby three was on the way.",His eyes glowed with excitement.,0,2,34,5
e56d5c8d-221c-4388-9a15-c38af332120c,I was taking a hike last Wednesday. While walking I stumbled across something that scared me. Their in front me was a 4 foot snake with beady eyes. I screamed and ran all the way back to the main road.,I am a biologist who studies snakes.,0,1,40,7
e56d5c8d-221c-4388-9a15-c38af332120c,I was taking a hike last Wednesday. While walking I stumbled across something that scared me. Their in front me was a 4 foot snake with beady eyes. I screamed and ran all the way back to the main road.,I followed the road back to my car.,1,2,40,8
3bb6cd39-ddc2-4265-9119-3b7ec21417e9,Mary liked to drink coffee every morning. Today she was in a hurry. She went to a drive through coffee place. She noticed the coffee was the wrong order after she drove away.,Mary crashed into a poll.,0,1,33,5
3bb6cd39-ddc2-4265-9119-3b7ec21417e9,Mary liked to drink coffee every morning. Today she was in a hurry. She went to a drive through coffee place. She noticed the coffee was the wrong order after she drove away.,Mary kept driving and drank it anyway.,1,2,33,7
dad91d83-5774-4465-9256-0168882ff253,"Billy wanted to become a doctor. He went to college to become a doctor. After he graduated with his degree, he changed his mind. Billy became a nurse instead of a doctor.",He never regretted his decision.,1,1,32,5
dad91d83-5774-4465-9256-0168882ff253,"Billy wanted to become a doctor. He went to college to become a doctor. After he graduated with his degree, he changed his mind. Billy became a nurse instead of a doctor.","He was so depressed, he became an alcoholic.",0,2,32,8
1edab233-bd17-466b-b096-763a79b68f7f,"Quinton was getting evicted from his apartment. He was broke with no income. One day, he decided to spend his last dollar on the lotto. To his disbelief, he won $50,000!",Quinton felt depressed.,0,1,31,3
1edab233-bd17-466b-b096-763a79b68f7f,"Quinton was getting evicted from his apartment. He was broke with no income. One day, he decided to spend his last dollar on the lotto. To his disbelief, he won $50,000!",Quinton was so happy.,1,2,31,4
d1fdbb06-3fda-49a6-8987-4aa10930bb53,After Igor woke up he began to get ready for work. He turned on the shower and waited for it to get hot. The water remained cold. He debated between taking a cold shower and not showering.,He ate a muffin.,0,1,37,4
d1fdbb06-3fda-49a6-8987-4aa10930bb53,After Igor woke up he began to get ready for work. He turned on the shower and waited for it to get hot. The water remained cold. He debated between taking a cold shower and not showering.,Igor took a cold shower.,1,2,37,5
e04b2175-4e43-4660-a9bc-fbb0f0a2db6d,Tara preferred big band music to all alternatives. She loved all the horns and other brass instruments involved. She tried to find fellow big band lovers. Her attempts were futile.,Tara still enjoyed listening on her own!,1,1,30,7
e04b2175-4e43-4660-a9bc-fbb0f0a2db6d,Tara preferred big band music to all alternatives. She loved all the horns and other brass instruments involved. She tried to find fellow big band lovers. Her attempts were futile.,Tara was a mean girl.,0,2,30,5
dac28c5f-fbd7-48dc-810e-c5126ac2ac89,"I traveled to Washington DC to visit my boyfriend. We went many places around town. But one place I wanted to go was the White House. He took me to the White House, and I was so happy.",We took the tour and enjoyed the history of the place.,1,1,38,11
dac28c5f-fbd7-48dc-810e-c5126ac2ac89,"I traveled to Washington DC to visit my boyfriend. We went many places around town. But one place I wanted to go was the White House. He took me to the White House, and I was so happy.",We left the White House abruptly and did not take the tour.,0,2,38,12
61eaf272-ed42-4f8f-be21-d1f5d08232dd,"My son bought a drum set for his one year old niece last fall. The set had drumsticks, a cymbal, and a seat. His niece lives in NYC. She saw it when she visited, and was thrilled.",She hates music.,0,1,37,3
61eaf272-ed42-4f8f-be21-d1f5d08232dd,"My son bought a drum set for his one year old niece last fall. The set had drumsticks, a cymbal, and a seat. His niece lives in NYC. She saw it when she visited, and was thrilled.",She wanted to play the drums.,1,2,37,6
15f0716f-58ba-42c1-8551-969e4fed73b8,Maggie had her first piano recital tonight. She was very nervous. When she got on stage she was shaking. Thankfully she ended up playing perfectly.,Maggie was encouraged to do more.,1,1,25,6
15f0716f-58ba-42c1-8551-969e4fed73b8,Maggie had her first piano recital tonight. She was very nervous. When she got on stage she was shaking. Thankfully she ended up playing perfectly.,Maggie gave up the piano.,0,2,25,5
9b84f608-dfbd-4e83-8f09-82371de7b597,I decided I wanted to sign up for a christmas club with my bank. I called the teller and asked when i could do this. She told me I could come in at any time. I went in this morning and signed up for the plan.,I am glad I signed up.,1,1,46,6
9b84f608-dfbd-4e83-8f09-82371de7b597,I decided I wanted to sign up for a christmas club with my bank. I called the teller and asked when i could do this. She told me I could come in at any time. I went in this morning and signed up for the plan.,I regret signing up.,0,2,46,4
549ab2c4-c609-4c30-b0b9-ce126b9cb78c,"Mac had a vegan friend coming for dinner. He groaned, knowing he couldn't make steak or hamburgers. Then he remembered an alfredo sauce recipe made with cashews. To his surprise, the sauce came out creamy and delicious.",He decided to serve meatloaf instead.,0,1,37,6
549ab2c4-c609-4c30-b0b9-ce126b9cb78c,"Mac had a vegan friend coming for dinner. He groaned, knowing he couldn't make steak or hamburgers. Then he remembered an alfredo sauce recipe made with cashews. To his surprise, the sauce came out creamy and delicious.",They all enjoyed the meal.,1,2,37,5
8752af72-d046-4b0c-b8f2-70b7830775fa,"Ryan used to work for mall security. He often worked the night shift. One day, he saw a raccoon in the mall. He stared at it for hours until it left.",Ryan was blind.,0,1,31,3
8752af72-d046-4b0c-b8f2-70b7830775fa,"Ryan used to work for mall security. He often worked the night shift. One day, he saw a raccoon in the mall. He stared at it for hours until it left.",Ryan decided his job was rather dull.,1,2,31,7
c578bb8a-96b3-4f9c-8e57-086bb7a1b4ec,"Johnny's teacher treated the class to homemade snow cones. The teacher let each student pick a colored syrup topping. When his turn came, Johnny got mad when he saw only one color left. Johnny's teacher asked what was wrong.",Johnny told the teacher he was happy.,0,1,39,7
c578bb8a-96b3-4f9c-8e57-086bb7a1b4ec,"Johnny's teacher treated the class to homemade snow cones. The teacher let each student pick a colored syrup topping. When his turn came, Johnny got mad when he saw only one color left. Johnny's teacher asked what was wrong.",Johnny told the teacher he was upset he didn't get more colors.,1,2,39,12
2f54110e-3ffe-45b0-84af-58c6e04c9056,Jill convinced her boyfriend Joe to go look for Geocache with her. He didn't think it sounded like fun but decided to humor her. They searched the location where the Geocache was supposed to be. After over an hour of searching they were unable to find it.,Jill hoped they would find it soon.,1,1,47,7
2f54110e-3ffe-45b0-84af-58c6e04c9056,Jill convinced her boyfriend Joe to go look for Geocache with her. He didn't think it sounded like fun but decided to humor her. They searched the location where the Geocache was supposed to be. After over an hour of searching they were unable to find it.,Jill was glad she did not bring Joe.,0,2,47,8
aff182db-fdb7-40d4-b5e1-b7832062b4c8,Brigid and her friend Ella both took piano lessons. Ella's father bought her an expensive grand piano by a renowned maker. Brigid's father could only afford to buy her a used upright piano. But Ella was a foolish and insensitive girl who never practiced.,Ella did not ever become good at piano.,1,1,44,8
aff182db-fdb7-40d4-b5e1-b7832062b4c8,Brigid and her friend Ella both took piano lessons. Ella's father bought her an expensive grand piano by a renowned maker. Brigid's father could only afford to buy her a used upright piano. But Ella was a foolish and insensitive girl who never practiced.,Ella then became a star piano player.,0,2,44,7
b25259c8-032f-41ee-b65d-91e191d79bee,Dave wanted buy a gun. He went to the gun store and asked many questions. He looked at big guns and little guns. He decided he wanted to buy a big shotgun.,Dave was against the second amendment.,0,1,32,6
b25259c8-032f-41ee-b65d-91e191d79bee,Dave wanted buy a gun. He went to the gun store and asked many questions. He looked at big guns and little guns. He decided he wanted to buy a big shotgun.,Dave bought it and enjoyed his purchase.,1,2,32,7
d3b8322e-701b-4fc9-9c22-19829846be51,"Rose took a train to Long Island. There, she went to the very tip of the island. She went to the beach at Montauk Point. It was cold and windswept.",Rose was so warm that she took off her jacket.,0,1,30,10
d3b8322e-701b-4fc9-9c22-19829846be51,"Rose took a train to Long Island. There, she went to the very tip of the island. She went to the beach at Montauk Point. It was cold and windswept.",Rose shielded her face from the wind.,1,2,30,7
0651e816-17ac-4226-9b7f-6391936ced7d,"Drew was using a typewriter for a special project. He tried to be careful since he couldn't erase his words. However, he ended up falling asleep. His head landed on the keys and several letters were typed.",Drew was glad his project would be free of any mistakes.,0,1,37,11
0651e816-17ac-4226-9b7f-6391936ced7d,"Drew was using a typewriter for a special project. He tried to be careful since he couldn't erase his words. However, he ended up falling asleep. His head landed on the keys and several letters were typed.",Drew had to start typing the paper over again.,1,2,37,9
8eb0f3e2-f19f-46d6-8ad5-fef5aee976bf,"Sarah always had a fascination with the night sky. Noticing her passion, Sarah's father bought her a new telescope. She was ecstatic. She went outside every night to diligently view the night sky.",Sarah's father took back the telescope.,0,1,33,6
8eb0f3e2-f19f-46d6-8ad5-fef5aee976bf,"Sarah always had a fascination with the night sky. Noticing her passion, Sarah's father bought her a new telescope. She was ecstatic. She went outside every night to diligently view the night sky.",Sarah loved her new telescope.,1,2,33,5
b5225b40-7c56-4569-907e-8ac547e7ed7b,Kristen was tired of her room. She need to move it around for a change. She hadn't moved it in over four Year's. After moving everything she saw a huge stain where her bed covered.,Melanie decided that the room looked perfect now.,0,1,35,8
b5225b40-7c56-4569-907e-8ac547e7ed7b,Kristen was tired of her room. She need to move it around for a change. She hadn't moved it in over four Year's. After moving everything she saw a huge stain where her bed covered.,She decided to put a rug over the stain.,1,2,35,9
3a97e4bc-6cc7-4c33-bf8f-4f31ebca4e6e,"My sister moved in with me when she was 35. She'd been living with a wife beater in a rundown trailer park. The man tracked her down to my house one cold, dark night. He broke into my house while we were sleeping.",We woke up to find him sneaking in the through a window.,1,1,43,12
3a97e4bc-6cc7-4c33-bf8f-4f31ebca4e6e,"My sister moved in with me when she was 35. She'd been living with a wife beater in a rundown trailer park. The man tracked her down to my house one cold, dark night. He broke into my house while we were sleeping.","He sat down at the table with us, and we all had drinks.",0,2,43,13
8078b014-a08d-4e23-8c52-bc82316d7207,My parents fell out of love. I'm not sure when it happened but it seems to have been mutual. They decided to end things amicably. Although I'm hurt by this I'm glad they chose what makes them happy.,My parents want to live together.,0,1,38,6
8078b014-a08d-4e23-8c52-bc82316d7207,My parents fell out of love. I'm not sure when it happened but it seems to have been mutual. They decided to end things amicably. Although I'm hurt by this I'm glad they chose what makes them happy.,My parents was to live separate lives.,1,2,38,7
92eac3bf-1e5f-428e-bad3-52b72ff12be6,"Anna was going to have a baby sibling. Her mom went into the hospital and Anna was hopeful. She really wanted a little sister, but not a brother! When her mom returned home with the baby, Anna was overjoyed.",The new baby was a boy.,0,1,39,6
92eac3bf-1e5f-428e-bad3-52b72ff12be6,"Anna was going to have a baby sibling. Her mom went into the hospital and Anna was hopeful. She really wanted a little sister, but not a brother! When her mom returned home with the baby, Anna was overjoyed.",The new baby was a girl.,1,2,39,6
90396c59-53e9-41fd-b6c2-fe87d57e0064,Monica decided to play Truth or Dare with her friends. They were all afraid to confess anything and only picked Dare. The Dares got progressively more elaborate as the day wore on. Monica dared a friend to shoplift doritos and the friend did it.,Monica and her friends enjoyed the doritos before the next Dare.,1,1,44,11
90396c59-53e9-41fd-b6c2-fe87d57e0064,Monica decided to play Truth or Dare with her friends. They were all afraid to confess anything and only picked Dare. The Dares got progressively more elaborate as the day wore on. Monica dared a friend to shoplift doritos and the friend did it.,Monica could not explain why her friend had stolen the doritos.,0,2,44,11
642a4773-0c58-41c4-85ed-c9544b642ded,"Ray went to a friend's house for a sleepover. He realized that he'd forgotten his toothbrush. He was unable to brush his teeth! Ray tried to use toothpaste on his finger, but it was no use.","Finally, Ray  asked his friend if he had a spare toothbrush.",1,1,36,11
642a4773-0c58-41c4-85ed-c9544b642ded,"Ray went to a friend's house for a sleepover. He realized that he'd forgotten his toothbrush. He was unable to brush his teeth! Ray tried to use toothpaste on his finger, but it was no use.",Ray did a good job brushing his teeth.,0,2,36,8
896f3a7a-76b3-4cf9-ac0b-286e62200f8e,"Ellie had a lot of homework to do. She started with her math homework. After she had finished that, she wrote a book report. The last assignment was a study guide, which took her ten minutes.",Ellie was felt prepared for her schooling.,1,1,36,7
896f3a7a-76b3-4cf9-ac0b-286e62200f8e,"Ellie had a lot of homework to do. She started with her math homework. After she had finished that, she wrote a book report. The last assignment was a study guide, which took her ten minutes.",Ellie decided to skip school the next day because she was ahead.,0,2,36,12
792e9960-ab64-4b97-a921-5f2eae24af47,Don loved comic books. He consistently collected issues of his favorite stories. As he grew older his love for comics grew. He decided that he wanted to start his own comic book company.,He named it Don's Comics.,1,1,33,5
792e9960-ab64-4b97-a921-5f2eae24af47,Don loved comic books. He consistently collected issues of his favorite stories. As he grew older his love for comics grew. He decided that he wanted to start his own comic book company.,Don threw his comics in the trash.,0,2,33,7
70a48e6f-a798-4f68-a865-4cecdac6c262,Arnold was scared of bats. He thought that if they bite him he would turn into a vampire. One day he saw a bat in his bathroom. He freaked out so much he screamed.,Arnold took a relaxing shower with the bat.,0,1,34,8
70a48e6f-a798-4f68-a865-4cecdac6c262,Arnold was scared of bats. He thought that if they bite him he would turn into a vampire. One day he saw a bat in his bathroom. He freaked out so much he screamed.,The bat flew directly toward the source of the scream.,1,2,34,10
3afb1043-b5e5-4935-9d2a-819270164bec,"Sean was homeless. He begged for money on the streets. For one week, no one gave him money. He was starving.",Sean decided to go to a shelter.,1,1,21,7
3afb1043-b5e5-4935-9d2a-819270164bec,"Sean was homeless. He begged for money on the streets. For one week, no one gave him money. He was starving.",Sean eventually moved to a huge house.,0,2,21,7
8591a808-13de-487c-8468-0d49058b5ad3,Two hobos agreed to make dinner together. Each set out to find ingredients. The first returned with a worn boot. The second returned with a gross of wing nuts.,They decided that they could not make a meal.,1,1,29,9
8591a808-13de-487c-8468-0d49058b5ad3,Two hobos agreed to make dinner together. Each set out to find ingredients. The first returned with a worn boot. The second returned with a gross of wing nuts.,The two hobos ate their cheeseburgers.,0,2,29,6
7a3f8018-cb36-403d-b464-14f3a6872b70,"Judy and Bill were preparing to have dinner with their parents. Judy makes a roast with potatoes and rolls with gravy. Bill sets the table and puts on some background music. The doorbell rings, it is their parents.",Judy and Bill were highly unprepared.,0,1,38,6
7a3f8018-cb36-403d-b464-14f3a6872b70,"Judy and Bill were preparing to have dinner with their parents. Judy makes a roast with potatoes and rolls with gravy. Bill sets the table and puts on some background music. The doorbell rings, it is their parents.",Judy and Bill were very prepared.,1,2,38,6
cca245f8-ea9f-4110-87c5-9b23b17ce789,Sal hurt his leg when his wife accidentally tripped him. She felt so bad that she waited on him hand and foot. She bought him food and gave him messages. Sal liked all the attention.,Sal was furious with his wife.,0,1,35,6
cca245f8-ea9f-4110-87c5-9b23b17ce789,Sal hurt his leg when his wife accidentally tripped him. She felt so bad that she waited on him hand and foot. She bought him food and gave him messages. Sal liked all the attention.,Sal's leg eventually healed.,1,2,35,4
f5666b2f-ccbb-421c-ad5a-a0dd0e3cf52a,One weekend we wanted to see a movie with the kids. There were two movies they wanted to see. So we decided to divide and conquer. Two kids and myself went to one and my husband and our son another.,"After that, we got a divorce.",0,1,40,6
f5666b2f-ccbb-421c-ad5a-a0dd0e3cf52a,One weekend we wanted to see a movie with the kids. There were two movies they wanted to see. So we decided to divide and conquer. Two kids and myself went to one and my husband and our son another.,Both groups had a great time seeing the movies they wanted.,1,2,40,11
e46e91fe-65e7-42f0-93ed-bebd23ff903c,Amy's sister took her to the beach to surf on her vacation. Amy hurriedly suited up in her wetsuit. The instructor was patient when Amy couldn't get the hang of it. Finally it was time for Amy to try on her own.,Amy decided to go swimming.,0,1,42,5
e46e91fe-65e7-42f0-93ed-bebd23ff903c,Amy's sister took her to the beach to surf on her vacation. Amy hurriedly suited up in her wetsuit. The instructor was patient when Amy couldn't get the hang of it. Finally it was time for Amy to try on her own.,Amy was surprised that she did a good job.,1,2,42,9
ca41e234-633f-4b0b-8f7f-7cca85b688ea,"Kay built himself a raft. He used planks of scrap wood, and nails. He worked hard on it all spring. Come summer, he tested it out in the lake.",Kay's raft floated.,1,1,29,3
ca41e234-633f-4b0b-8f7f-7cca85b688ea,"Kay built himself a raft. He used planks of scrap wood, and nails. He worked hard on it all spring. Come summer, he tested it out in the lake.",Kay used the raft for firewood.,0,2,29,6
8683daa0-eb11-418c-b411-046283484c92,"Max was a very bright boy. But he would become lost in his own vivid imagination. No matter how hard he tried, he found himself daydreaming. Max did not do very well in school.",Max consistently failed.,1,1,34,3
8683daa0-eb11-418c-b411-046283484c92,"Max was a very bright boy. But he would become lost in his own vivid imagination. No matter how hard he tried, he found himself daydreaming. Max did not do very well in school.",Max's teacher's praised his creativity.,0,2,34,5
8f7be9c8-a310-4319-9ae1-5c20b9b0f292,"Gina was at a funeral for her grandpa. Gina watched as friends made remarks, and told stories about him. The stories were funny and interesting. Gina got a chance to see her grandpa in a different light.",She knew he was someone she would always remember.,1,1,37,9
8f7be9c8-a310-4319-9ae1-5c20b9b0f292,"Gina was at a funeral for her grandpa. Gina watched as friends made remarks, and told stories about him. The stories were funny and interesting. Gina got a chance to see her grandpa in a different light.",She realized how boring his life was.,0,2,37,7
2c2e3bc5-3cda-4c6b-9173-41e4eeaf36c7,Ashley has felt sick all day today. She feels like she is going to throw up. She asks her boss if she can go home for the day. Her boss lets her leave work.,Ashley went surfing.,0,1,34,3
2c2e3bc5-3cda-4c6b-9173-41e4eeaf36c7,Ashley has felt sick all day today. She feels like she is going to throw up. She asks her boss if she can go home for the day. Her boss lets her leave work.,Ashley went home and went to bed to get better.,1,2,34,10
cca36237-4d06-4282-b20a-47006348b0a2,Marley sleeps horribly every night. She decides that she needs to get a new bed. She went to the closest store but couldn't find a bed she liked. She told her mom about her sleeping problems.,Her mom brought her to a sleep specialist.,1,1,36,8
cca36237-4d06-4282-b20a-47006348b0a2,Marley sleeps horribly every night. She decides that she needs to get a new bed. She went to the closest store but couldn't find a bed she liked. She told her mom about her sleeping problems.,Her mom gave her an alarm clock.,0,2,36,7
61d3fcb2-33e6-47c7-8ee2-80230d9a0717,"Joe is an aspiring journalist. But he's been feeling pretty frustrated by the news media. He considered going back to school, but decided against it. Finally, he landed a well-paying job.",Joe could not find a job.,0,1,31,6
61d3fcb2-33e6-47c7-8ee2-80230d9a0717,"Joe is an aspiring journalist. But he's been feeling pretty frustrated by the news media. He considered going back to school, but decided against it. Finally, he landed a well-paying job.",Joe was grateful and then went to work.,1,2,31,8
