InputStoryid,premise,hypothesis,label,ending_id,text
7077f2e6-ad0a-4c7e-b21e-cd28243d886a,"Lance and Adam were best friends. When Lance joined the Army, Adam signed up, too. They were in the same unit and were deployed together. Lance took a bullet for Adam.",Adam was never able to repay Lance.,1,1,"Lance and Adam were best friends. When Lance joined the Army, Adam signed up, too. They were in the same unit and were deployed together. Lance took a bullet for Adam. [SEP] Adam was never able to repay Lance."
7077f2e6-ad0a-4c7e-b21e-cd28243d886a,"Lance and Adam were best friends. When Lance joined the Army, Adam signed up, too. They were in the same unit and were deployed together. Lance took a bullet for Adam.",Lance never spoke to Adam again.,0,2,"Lance and Adam were best friends. When Lance joined the Army, Adam signed up, too. They were in the same unit and were deployed together. Lance took a bullet for Adam. [SEP] Lance never spoke to Adam again."
23ab455c-ef3c-479f-90a5-4acd8e1ac3c9,Dan loves the sport of bowling. His dad taught him how to play when he was little. The use to compete in tournaments together. His dad has since passed away.,Dan never liked to bowl anyway.,0,1,Dan loves the sport of bowling. His dad taught him how to play when he was little. The use to compete in tournaments together. His dad has since passed away. [SEP] Dan never liked to bowl anyway.
23ab455c-ef3c-479f-90a5-4acd8e1ac3c9,Dan loves the sport of bowling. His dad taught him how to play when he was little. The use to compete in tournaments together. His dad has since passed away.,Dan now bowls often to remember his father.,1,2,Dan loves the sport of bowling. His dad taught him how to play when he was little. The use to compete in tournaments together. His dad has since passed away. [SEP] Dan now bowls often to remember his father.
0ead4e95-f11f-4fed-a8ef-47d46004934d,"Stewart tried to finish his favorite task before going to bed. He got so engrossed in it, he forgot to keep the fire going. Shivering, he pulled a bunch of blankets around himself. He became very warm and content.",When he woke up it was freezing.,1,1,"Stewart tried to finish his favorite task before going to bed. He got so engrossed in it, he forgot to keep the fire going. Shivering, he pulled a bunch of blankets around himself. He became very warm and content. [SEP] When he woke up it was freezing."
0ead4e95-f11f-4fed-a8ef-47d46004934d,"Stewart tried to finish his favorite task before going to bed. He got so engrossed in it, he forgot to keep the fire going. Shivering, he pulled a bunch of blankets around himself. He became very warm and content.",Stewart was glad that he remembered to keep the fire going.,0,2,"Stewart tried to finish his favorite task before going to bed. He got so engrossed in it, he forgot to keep the fire going. Shivering, he pulled a bunch of blankets around himself. He became very warm and content. [SEP] Stewart was glad that he remembered to keep the fire going."
603fff0a-05d0-48f5-84c1-550fc754256b,I've always wanted to be able to bike thirty miles at one time. Right now I can only bike about twenty miles at once. I got myself a biking trainer who helped me make progress. I worked hard for a few months and ate all the right foods.,Now I can bike 30 miles.,1,1,I've always wanted to be able to bike thirty miles at one time. Right now I can only bike about twenty miles at once. I got myself a biking trainer who helped me make progress. I worked hard for a few months and ate all the right foods. [SEP] Now I can bike 30 miles.
603fff0a-05d0-48f5-84c1-550fc754256b,I've always wanted to be able to bike thirty miles at one time. Right now I can only bike about twenty miles at once. I got myself a biking trainer who helped me make progress. I worked hard for a few months and ate all the right foods.,I am so out of shape I can't even bike a mile.,0,2,I've always wanted to be able to bike thirty miles at one time. Right now I can only bike about twenty miles at once. I got myself a biking trainer who helped me make progress. I worked hard for a few months and ate all the right foods. [SEP] I am so out of shape I can't even bike a mile.
896f3a7a-76b3-4cf9-ac0b-286e62200f8e,"Ellie had a lot of homework to do. She started with her math homework. After she had finished that, she wrote a book report. The last assignment was a study guide, which took her ten minutes.",Ellie was felt prepared for her schooling.,1,1,"Ellie had a lot of homework to do. She started with her math homework. After she had finished that, she wrote a book report. The last assignment was a study guide, which took her ten minutes. [SEP] Ellie was felt prepared for her schooling."
896f3a7a-76b3-4cf9-ac0b-286e62200f8e,"Ellie had a lot of homework to do. She started with her math homework. After she had finished that, she wrote a book report. The last assignment was a study guide, which took her ten minutes.",Ellie decided to skip school the next day because she was ahead.,0,2,"Ellie had a lot of homework to do. She started with her math homework. After she had finished that, she wrote a book report. The last assignment was a study guide, which took her ten minutes. [SEP] Ellie decided to skip school the next day because she was ahead."
a447849b-07ec-40fc-a2d1-90a4ea497ffc,"Tony liked art. He decided to go to college and take art classes. He took 4 years worth of art classes in college. When He got out, he couldn't find a job.",Tony was hired immediately and succeeded.,0,1,"Tony liked art. He decided to go to college and take art classes. He took 4 years worth of art classes in college. When He got out, he couldn't find a job. [SEP] Tony was hired immediately and succeeded."
a447849b-07ec-40fc-a2d1-90a4ea497ffc,"Tony liked art. He decided to go to college and take art classes. He took 4 years worth of art classes in college. When He got out, he couldn't find a job.",Tony then went back to school and found a different major.,1,2,"Tony liked art. He decided to go to college and take art classes. He took 4 years worth of art classes in college. When He got out, he couldn't find a job. [SEP] Tony then went back to school and found a different major."
1c3f631c-ef1a-4dc3-bd26-715eea2c5703,"Jane's mother made a very good apple pie. Jane always wanted the recipe but her mother wouldn't give it to her. One Christmas, she asked her again for the recipe. Jane's mother decided that she would give her the recipe.",Jane was thankful to have the recipe.,1,1,"Jane's mother made a very good apple pie. Jane always wanted the recipe but her mother wouldn't give it to her. One Christmas, she asked her again for the recipe. Jane's mother decided that she would give her the recipe. [SEP] Jane was thankful to have the recipe."
1c3f631c-ef1a-4dc3-bd26-715eea2c5703,"Jane's mother made a very good apple pie. Jane always wanted the recipe but her mother wouldn't give it to her. One Christmas, she asked her again for the recipe. Jane's mother decided that she would give her the recipe.",Jane didn't like to bake.,0,2,"Jane's mother made a very good apple pie. Jane always wanted the recipe but her mother wouldn't give it to her. One Christmas, she asked her again for the recipe. Jane's mother decided that she would give her the recipe. [SEP] Jane didn't like to bake."
5266d0a9-9676-4b0f-9947-5f0b9d2f5227,Yesterday Stacey was driving to work. Unfortunately a large SUV slammed into her. Luckily she was alright. However her car was destroyed.,Stacey got back in her car and drove to work.,0,1,Yesterday Stacey was driving to work. Unfortunately a large SUV slammed into her. Luckily she was alright. However her car was destroyed. [SEP] Stacey got back in her car and drove to work.
5266d0a9-9676-4b0f-9947-5f0b9d2f5227,Yesterday Stacey was driving to work. Unfortunately a large SUV slammed into her. Luckily she was alright. However her car was destroyed.,Stacey told the police what happened.,1,2,Yesterday Stacey was driving to work. Unfortunately a large SUV slammed into her. Luckily she was alright. However her car was destroyed. [SEP] Stacey told the police what happened.
069fe406-47af-4c57-ae9c-2ffea2a0f7ee,"Karen had gone away for school, leaving behind her partner Sam. Sam was missing Karen, but he had a plan to fix that. On a long weekend, Sam took the train upstate to go visit Karen. Karen who was missing Sam, had a plan to fix it as well.","She traveled home to see Sam, and they missed each other!",1,1,"Karen had gone away for school, leaving behind her partner Sam. Sam was missing Karen, but he had a plan to fix that. On a long weekend, Sam took the train upstate to go visit Karen. Karen who was missing Sam, had a plan to fix it as well. [SEP] She traveled home to see Sam, and they missed each other!"
069fe406-47af-4c57-ae9c-2ffea2a0f7ee,"Karen had gone away for school, leaving behind her partner Sam. Sam was missing Karen, but he had a plan to fix that. On a long weekend, Sam took the train upstate to go visit Karen. Karen who was missing Sam, had a plan to fix it as well.","She broke up with Sam, leaving him heartbroken.",0,2,"Karen had gone away for school, leaving behind her partner Sam. Sam was missing Karen, but he had a plan to fix that. On a long weekend, Sam took the train upstate to go visit Karen. Karen who was missing Sam, had a plan to fix it as well. [SEP] She broke up with Sam, leaving him heartbroken."
ce62c6d1-55b5-47f2-bcbd-736598321ad5,Jody was a very hard worker. She always did her best and often worked overtime. Jody's boss noticed her efforts and decided to give her a promotion. Her hard work had paid off!,Jody was fired on the spot.,0,1,Jody was a very hard worker. She always did her best and often worked overtime. Jody's boss noticed her efforts and decided to give her a promotion. Her hard work had paid off! [SEP] Jody was fired on the spot.
ce62c6d1-55b5-47f2-bcbd-736598321ad5,Jody was a very hard worker. She always did her best and often worked overtime. Jody's boss noticed her efforts and decided to give her a promotion. Her hard work had paid off!,Jody became a manager and succeeded.,1,2,Jody was a very hard worker. She always did her best and often worked overtime. Jody's boss noticed her efforts and decided to give her a promotion. Her hard work had paid off! [SEP] Jody became a manager and succeeded.
90d91e34-19ae-4ab5-836a-ef991863d531,Allison decided she wanted to learn more about her area's history. She went down to the library to check out a book on it. She went inside and couldn't understand how the books were sorted. She found a librarian who explained the dewey decimal system.,That helped her figure out which car she didn't want.,0,1,Allison decided she wanted to learn more about her area's history. She went down to the library to check out a book on it. She went inside and couldn't understand how the books were sorted. She found a librarian who explained the dewey decimal system. [SEP] That helped her figure out which car she didn't want.
90d91e34-19ae-4ab5-836a-ef991863d531,Allison decided she wanted to learn more about her area's history. She went down to the library to check out a book on it. She went inside and couldn't understand how the books were sorted. She found a librarian who explained the dewey decimal system.,That helped her find what she wanted.,1,2,Allison decided she wanted to learn more about her area's history. She went down to the library to check out a book on it. She went inside and couldn't understand how the books were sorted. She found a librarian who explained the dewey decimal system. [SEP] That helped her find what she wanted.
0aa4d795-2af4-489d-84d2-a3476cfc9019,"Harvey's roommates teased him about being so thin. They were egotistical football players. They challenged Harvey to a ping pong game, expecting him to lose. But they did not know that Harvey was a nationally ranked player.","Harvey choked, and lost every match he played.",0,1,"Harvey's roommates teased him about being so thin. They were egotistical football players. They challenged Harvey to a ping pong game, expecting him to lose. But they did not know that Harvey was a nationally ranked player. [SEP] Harvey choked, and lost every match he played."
0aa4d795-2af4-489d-84d2-a3476cfc9019,"Harvey's roommates teased him about being so thin. They were egotistical football players. They challenged Harvey to a ping pong game, expecting him to lose. But they did not know that Harvey was a nationally ranked player.",They all sat with their mouths open as Harvey beat them all.,1,2,"Harvey's roommates teased him about being so thin. They were egotistical football players. They challenged Harvey to a ping pong game, expecting him to lose. But they did not know that Harvey was a nationally ranked player. [SEP] They all sat with their mouths open as Harvey beat them all."
5df54bbd-457e-4c76-be01-e6ece9d8a254,"My friends and I got invited to a party at college. We got all dressed up for the exciting event. We were all so excited to have fun! At the party, we danced the whole time.",We hate parties.,0,1,"My friends and I got invited to a party at college. We got all dressed up for the exciting event. We were all so excited to have fun! At the party, we danced the whole time. [SEP] We hate parties."
5df54bbd-457e-4c76-be01-e6ece9d8a254,"My friends and I got invited to a party at college. We got all dressed up for the exciting event. We were all so excited to have fun! At the party, we danced the whole time.",We had a great time!,1,2,"My friends and I got invited to a party at college. We got all dressed up for the exciting event. We were all so excited to have fun! At the party, we danced the whole time. [SEP] We had a great time!"
d86787ce-aeb7-4bfe-ab75-a98c253e67f1,Sue's cat was nowhere to be seen. Sue searched for her cat for hours until she heard purring outside. Her cat was stuck in the tree. Sue called up the fire department.,Suzi hoped the cat would stay in the tree.,0,1,Sue's cat was nowhere to be seen. Sue searched for her cat for hours until she heard purring outside. Her cat was stuck in the tree. Sue called up the fire department. [SEP] Suzi hoped the cat would stay in the tree.
d86787ce-aeb7-4bfe-ab75-a98c253e67f1,Sue's cat was nowhere to be seen. Sue searched for her cat for hours until she heard purring outside. Her cat was stuck in the tree. Sue called up the fire department.,Suzi's cat was saved.,1,2,Sue's cat was nowhere to be seen. Sue searched for her cat for hours until she heard purring outside. Her cat was stuck in the tree. Sue called up the fire department. [SEP] Suzi's cat was saved.
eb3c880b-ca0e-41a4-aa8c-3e602ed593c0,I love taking long warm showers. They feel great and they're fun. Unfortunately they're wasteful. So I always feel bad when I take one.,That's why I take two of them every day.,0,1,I love taking long warm showers. They feel great and they're fun. Unfortunately they're wasteful. So I always feel bad when I take one. [SEP] That's why I take two of them every day.
eb3c880b-ca0e-41a4-aa8c-3e602ed593c0,I love taking long warm showers. They feel great and they're fun. Unfortunately they're wasteful. So I always feel bad when I take one.,I decided to only take one long warm shower per week.,1,2,I love taking long warm showers. They feel great and they're fun. Unfortunately they're wasteful. So I always feel bad when I take one. [SEP] I decided to only take one long warm shower per week.
0d6425fa-bf7d-47e9-803c-4918ebbfe1de,Gina wanted to steal her mother's house key. She waited until her mother was taking a nap. She took her mom's purse to the bathroom. She removed the key from the chain quietly.,Then Gina placed the purse right back where she found it.,1,1,Gina wanted to steal her mother's house key. She waited until her mother was taking a nap. She took her mom's purse to the bathroom. She removed the key from the chain quietly. [SEP] Then Gina placed the purse right back where she found it.
0d6425fa-bf7d-47e9-803c-4918ebbfe1de,Gina wanted to steal her mother's house key. She waited until her mother was taking a nap. She took her mom's purse to the bathroom. She removed the key from the chain quietly.,Then Gina told her mom where the key was.,0,2,Gina wanted to steal her mother's house key. She waited until her mother was taking a nap. She took her mom's purse to the bathroom. She removed the key from the chain quietly. [SEP] Then Gina told her mom where the key was.
43bacad9-413e-4974-8789-a979823e634d,"Matt found a puppy wandering down the street. It looked lost and scared, so Matt took it home. Matt's mom called some neighbors, and eventually found its owner. The puppy's owner was so relieved to know his puppy was safe!",The puppy's owner gave Matt a reward for finding it.,1,1,"Matt found a puppy wandering down the street. It looked lost and scared, so Matt took it home. Matt's mom called some neighbors, and eventually found its owner. The puppy's owner was so relieved to know his puppy was safe! [SEP] The puppy's owner gave Matt a reward for finding it."
43bacad9-413e-4974-8789-a979823e634d,"Matt found a puppy wandering down the street. It looked lost and scared, so Matt took it home. Matt's mom called some neighbors, and eventually found its owner. The puppy's owner was so relieved to know his puppy was safe!",The puppy's owner strangled it and offered Matt the corpse.,0,2,"Matt found a puppy wandering down the street. It looked lost and scared, so Matt took it home. Matt's mom called some neighbors, and eventually found its owner. The puppy's owner was so relieved to know his puppy was safe! [SEP] The puppy's owner strangled it and offered Matt the corpse."
ae91c584-b9d3-4a0e-b166-6928531d1bed,Some friends and I made a Counter-Strike team. We practiced a lot for an upcoming tournament. We got to the tournament and went over strategies. We played a tough 6 games.,We felt pleased with our performance.,1,1,Some friends and I made a Counter-Strike team. We practiced a lot for an upcoming tournament. We got to the tournament and went over strategies. We played a tough 6 games. [SEP] We felt pleased with our performance.
ae91c584-b9d3-4a0e-b166-6928531d1bed,Some friends and I made a Counter-Strike team. We practiced a lot for an upcoming tournament. We got to the tournament and went over strategies. We played a tough 6 games.,We felt we had performed badly.,0,2,Some friends and I made a Counter-Strike team. We practiced a lot for an upcoming tournament. We got to the tournament and went over strategies. We played a tough 6 games. [SEP] We felt we had performed badly.
57f8da4f-6a05-4645-aa53-8adb7afb0679,"Joe and Mary invited friends over for dinner. The gathered in the kitchen and prepared pizza. As the pizza cooked, the couples got board games. The played games for hours.",The all decided to never do it again.,0,1,"Joe and Mary invited friends over for dinner. The gathered in the kitchen and prepared pizza. As the pizza cooked, the couples got board games. The played games for hours. [SEP] The all decided to never do it again."
57f8da4f-6a05-4645-aa53-8adb7afb0679,"Joe and Mary invited friends over for dinner. The gathered in the kitchen and prepared pizza. As the pizza cooked, the couples got board games. The played games for hours.",They all had fun.,1,2,"Joe and Mary invited friends over for dinner. The gathered in the kitchen and prepared pizza. As the pizza cooked, the couples got board games. The played games for hours. [SEP] They all had fun."
c428bf27-8192-4ad2-9b66-dd07314804bd,Today was Picture day at school. Alice was so excited because her mom had bought her a new outfit. She got up and got dressed and her mom fixed her hair. The photographer said she was very pretty.,Alice felt good after the photographer complemented her.,1,1,Today was Picture day at school. Alice was so excited because her mom had bought her a new outfit. She got up and got dressed and her mom fixed her hair. The photographer said she was very pretty. [SEP] Alice felt good after the photographer complemented her.
c428bf27-8192-4ad2-9b66-dd07314804bd,Today was Picture day at school. Alice was so excited because her mom had bought her a new outfit. She got up and got dressed and her mom fixed her hair. The photographer said she was very pretty.,Alice frowned during her picture.,0,2,Today was Picture day at school. Alice was so excited because her mom had bought her a new outfit. She got up and got dressed and her mom fixed her hair. The photographer said she was very pretty. [SEP] Alice frowned during her picture.
8ce7eaf0-bb21-4adf-9585-95484de98967,Gina was not supposed to use her phone in detention. So when she dropped the phone she knew it was trouble. The teacher held the phone and stared at her. Gina pretended it wasn't her phone.,Gina's teacher told her she could use her phone.,0,1,Gina was not supposed to use her phone in detention. So when she dropped the phone she knew it was trouble. The teacher held the phone and stared at her. Gina pretended it wasn't her phone. [SEP] Gina's teacher told her she could use her phone.
8ce7eaf0-bb21-4adf-9585-95484de98967,Gina was not supposed to use her phone in detention. So when she dropped the phone she knew it was trouble. The teacher held the phone and stared at her. Gina pretended it wasn't her phone.,Gina's teacher wasn't fooled at all and gave her more detention.,1,2,Gina was not supposed to use her phone in detention. So when she dropped the phone she knew it was trouble. The teacher held the phone and stared at her. Gina pretended it wasn't her phone. [SEP] Gina's teacher wasn't fooled at all and gave her more detention.
36911b38-b7c2-44c1-81c9-6fd7e5baa8b0,"Jay woke up in the morning to the sound of his car alarm. He ran outside to see what had happened, only to find his car damaged. Someone had hit his car and just driven away. The rear bumper had been destroyed and was on the ground.",Jay was livid.,1,1,"Jay woke up in the morning to the sound of his car alarm. He ran outside to see what had happened, only to find his car damaged. Someone had hit his car and just driven away. The rear bumper had been destroyed and was on the ground. [SEP] Jay was livid."
36911b38-b7c2-44c1-81c9-6fd7e5baa8b0,"Jay woke up in the morning to the sound of his car alarm. He ran outside to see what had happened, only to find his car damaged. Someone had hit his car and just driven away. The rear bumper had been destroyed and was on the ground.",Jay had a good laugh.,0,2,"Jay woke up in the morning to the sound of his car alarm. He ran outside to see what had happened, only to find his car damaged. Someone had hit his car and just driven away. The rear bumper had been destroyed and was on the ground. [SEP] Jay had a good laugh."
705a69e2-7aeb-4c94-a1fb-2997d11e74ca,"Sam wanted to be a singer. So he joined a singing class at his college. The first day of class, everyone was required to sing a song. Sam was very embarrassed the first day.",All his classmates were very supportive though.,1,1,"Sam wanted to be a singer. So he joined a singing class at his college. The first day of class, everyone was required to sing a song. Sam was very embarrassed the first day. [SEP] All his classmates were very supportive though."
705a69e2-7aeb-4c94-a1fb-2997d11e74ca,"Sam wanted to be a singer. So he joined a singing class at his college. The first day of class, everyone was required to sing a song. Sam was very embarrassed the first day.",His classmates taught him to overcome his fear of heights.,0,2,"Sam wanted to be a singer. So he joined a singing class at his college. The first day of class, everyone was required to sing a song. Sam was very embarrassed the first day. [SEP] His classmates taught him to overcome his fear of heights."
52dbbfda-5b42-4ace-8d59-55cee3eb30c0,"Ignacio wants to play a sport while he is in college. Since he was a good swimmer, he decides to try out for swim the team. Ignacio makes it onto the team easily. At the first swim meet, Ignacio wins second place!",Ignacio gave up swimming.,0,1,"Ignacio wants to play a sport while he is in college. Since he was a good swimmer, he decides to try out for swim the team. Ignacio makes it onto the team easily. At the first swim meet, Ignacio wins second place! [SEP] Ignacio gave up swimming."
52dbbfda-5b42-4ace-8d59-55cee3eb30c0,"Ignacio wants to play a sport while he is in college. Since he was a good swimmer, he decides to try out for swim the team. Ignacio makes it onto the team easily. At the first swim meet, Ignacio wins second place!",Ignacio won a silver medal.,1,2,"Ignacio wants to play a sport while he is in college. Since he was a good swimmer, he decides to try out for swim the team. Ignacio makes it onto the team easily. At the first swim meet, Ignacio wins second place! [SEP] Ignacio won a silver medal."
3f7f71e4-82a7-4ad4-8bb1-4a02e11cb1b9,There is a cemetery with 199 grave stones. 12 men brought a casket. 12 men put the casket in the ground. Men and women wept together.,They rejoiced at the sight.,0,1,There is a cemetery with 199 grave stones. 12 men brought a casket. 12 men put the casket in the ground. Men and women wept together. [SEP] They rejoiced at the sight.
3f7f71e4-82a7-4ad4-8bb1-4a02e11cb1b9,There is a cemetery with 199 grave stones. 12 men brought a casket. 12 men put the casket in the ground. Men and women wept together.,They mourned for losses.,1,2,There is a cemetery with 199 grave stones. 12 men brought a casket. 12 men put the casket in the ground. Men and women wept together. [SEP] They mourned for losses.
c9ed6b56-0a08-4b0b-bb46-4a05856c6b3f,Jaris wanted to pick some wildflowers for his vase. He went to the state park. He picked many kinds of flowers. Little did Jaris realize that it was a national park.,Jaris picked flowers from a state park.,0,1,Jaris wanted to pick some wildflowers for his vase. He went to the state park. He picked many kinds of flowers. Little did Jaris realize that it was a national park. [SEP] Jaris picked flowers from a state park.
c9ed6b56-0a08-4b0b-bb46-4a05856c6b3f,Jaris wanted to pick some wildflowers for his vase. He went to the state park. He picked many kinds of flowers. Little did Jaris realize that it was a national park.,Jaris got in trouble and apologized profusely.,1,2,Jaris wanted to pick some wildflowers for his vase. He went to the state park. He picked many kinds of flowers. Little did Jaris realize that it was a national park. [SEP] Jaris got in trouble and apologized profusely.
65081d5a-7192-4c94-b007-23bdb97b4f91,Tom was at the bus stop on a weekend. Next to him was a tall gentleman. He started yelling all of a sudden. Tom and everyone else around him got a bit uncomfortable.,The tall gentleman asked Tom for a glass of water.,0,1,Tom was at the bus stop on a weekend. Next to him was a tall gentleman. He started yelling all of a sudden. Tom and everyone else around him got a bit uncomfortable. [SEP] The tall gentleman asked Tom for a glass of water.
65081d5a-7192-4c94-b007-23bdb97b4f91,Tom was at the bus stop on a weekend. Next to him was a tall gentleman. He started yelling all of a sudden. Tom and everyone else around him got a bit uncomfortable.,Tom asked him what the problem was.,1,2,Tom was at the bus stop on a weekend. Next to him was a tall gentleman. He started yelling all of a sudden. Tom and everyone else around him got a bit uncomfortable. [SEP] Tom asked him what the problem was.
3be5ad30-ff57-4914-99b8-b89ae807bf6c,Lizzy lives on an island in the tropics. Everyday they go to the banana plantation and get some. Today Lizzy wanted to pick her own bananas. She climbed the tall tree and realized how big the bunches were.,Lizzy decided she did not like bananas.,0,1,Lizzy lives on an island in the tropics. Everyday they go to the banana plantation and get some. Today Lizzy wanted to pick her own bananas. She climbed the tall tree and realized how big the bunches were. [SEP] Lizzy decided she did not like bananas.
3be5ad30-ff57-4914-99b8-b89ae807bf6c,Lizzy lives on an island in the tropics. Everyday they go to the banana plantation and get some. Today Lizzy wanted to pick her own bananas. She climbed the tall tree and realized how big the bunches were.,Lizzy needed help to get the bananas down.,1,2,Lizzy lives on an island in the tropics. Everyday they go to the banana plantation and get some. Today Lizzy wanted to pick her own bananas. She climbed the tall tree and realized how big the bunches were. [SEP] Lizzy needed help to get the bananas down.
30e8e610-0fbb-4c86-b190-f4934736ab7d,Joyce was adopted by her foster mother when she was 5 Year's old. After her adoption her mom adopted 3 more children. Joyce loved being an older sister and she helped her mom a lot. When she moved out on her own she became a foster parent too.,Joyce abandoned her kids shortly after.,0,1,Joyce was adopted by her foster mother when she was 5 Year's old. After her adoption her mom adopted 3 more children. Joyce loved being an older sister and she helped her mom a lot. When she moved out on her own she became a foster parent too. [SEP] Joyce abandoned her kids shortly after.
30e8e610-0fbb-4c86-b190-f4934736ab7d,Joyce was adopted by her foster mother when she was 5 Year's old. After her adoption her mom adopted 3 more children. Joyce loved being an older sister and she helped her mom a lot. When she moved out on her own she became a foster parent too.,Joyce loved her children just as much.,1,2,Joyce was adopted by her foster mother when she was 5 Year's old. After her adoption her mom adopted 3 more children. Joyce loved being an older sister and she helped her mom a lot. When she moved out on her own she became a foster parent too. [SEP] Joyce loved her children just as much.
c86b0427-df64-416c-a4eb-753d5d3b666f,"Jim was in a go cart race. He designed his go kart by himself. While he raced, his tires fell off. He didn't know what to do.",He finished in first place.,0,1,"Jim was in a go cart race. He designed his go kart by himself. While he raced, his tires fell off. He didn't know what to do. [SEP] He finished in first place."
c86b0427-df64-416c-a4eb-753d5d3b666f,"Jim was in a go cart race. He designed his go kart by himself. While he raced, his tires fell off. He didn't know what to do.",He wasn't able to finish the race.,1,2,"Jim was in a go cart race. He designed his go kart by himself. While he raced, his tires fell off. He didn't know what to do. [SEP] He wasn't able to finish the race."
61d3fcb2-33e6-47c7-8ee2-80230d9a0717,"Joe is an aspiring journalist. But he's been feeling pretty frustrated by the news media. He considered going back to school, but decided against it. Finally, he landed a well-paying job.",Joe could not find a job.,0,1,"Joe is an aspiring journalist. But he's been feeling pretty frustrated by the news media. He considered going back to school, but decided against it. Finally, he landed a well-paying job. [SEP] Joe could not find a job."
61d3fcb2-33e6-47c7-8ee2-80230d9a0717,"Joe is an aspiring journalist. But he's been feeling pretty frustrated by the news media. He considered going back to school, but decided against it. Finally, he landed a well-paying job.",Joe was grateful and then went to work.,1,2,"Joe is an aspiring journalist. But he's been feeling pretty frustrated by the news media. He considered going back to school, but decided against it. Finally, he landed a well-paying job. [SEP] Joe was grateful and then went to work."
2a20ef11-6bc5-4192-b59b-d6df5a78a2ba,Robbie wanted to buy a new hat. He drove an hour just to get the new hat he wanted. Finally when he got there he got the last one. When he tried it on it fit perfectly.,He wore it everyday.,1,1,Robbie wanted to buy a new hat. He drove an hour just to get the new hat he wanted. Finally when he got there he got the last one. When he tried it on it fit perfectly. [SEP] He wore it everyday.
2a20ef11-6bc5-4192-b59b-d6df5a78a2ba,Robbie wanted to buy a new hat. He drove an hour just to get the new hat he wanted. Finally when he got there he got the last one. When he tried it on it fit perfectly.,He threw it in the trash.,0,2,Robbie wanted to buy a new hat. He drove an hour just to get the new hat he wanted. Finally when he got there he got the last one. When he tried it on it fit perfectly. [SEP] He threw it in the trash.
2f14cad7-8f3a-4a54-b7d8-206c515b780f,"Everyone told Matt he ate too much red meat. He ignored all their warnings about red meat and health problems. One day after a juicy burger, Matt had a heart attack. Matt became a vegetarian after he left the hospital.",He stayed heart attack free for the rest of his life.,1,1,"Everyone told Matt he ate too much red meat. He ignored all their warnings about red meat and health problems. One day after a juicy burger, Matt had a heart attack. Matt became a vegetarian after he left the hospital. [SEP] He stayed heart attack free for the rest of his life."
2f14cad7-8f3a-4a54-b7d8-206c515b780f,"Everyone told Matt he ate too much red meat. He ignored all their warnings about red meat and health problems. One day after a juicy burger, Matt had a heart attack. Matt became a vegetarian after he left the hospital.",Matt celebrated leaving the hospital with a large steak.,0,2,"Everyone told Matt he ate too much red meat. He ignored all their warnings about red meat and health problems. One day after a juicy burger, Matt had a heart attack. Matt became a vegetarian after he left the hospital. [SEP] Matt celebrated leaving the hospital with a large steak."
ce715a40-f9c1-436f-87fd-8f582337b5a3,I've been on an art kick lately. I received a drawing instruction book for Christmas. The book has a shopping list of necessary drawing supplies. I went to the store the other day and bought what I needed.,I decided I didn't like drawing.,0,1,I've been on an art kick lately. I received a drawing instruction book for Christmas. The book has a shopping list of necessary drawing supplies. I went to the store the other day and bought what I needed. [SEP] I decided I didn't like drawing.
ce715a40-f9c1-436f-87fd-8f582337b5a3,I've been on an art kick lately. I received a drawing instruction book for Christmas. The book has a shopping list of necessary drawing supplies. I went to the store the other day and bought what I needed.,I went home and practiced drawing.,1,2,I've been on an art kick lately. I received a drawing instruction book for Christmas. The book has a shopping list of necessary drawing supplies. I went to the store the other day and bought what I needed. [SEP] I went home and practiced drawing.
dd38b8f9-8005-4bbd-8274-031b6cb67861,Jeff is going on a field trip to the rainy forest with his class. Jeff is excited and can't wait to go. When Jeff arrived he was very disappointed. The rainy forest wasn't exciting and there was nothing to do.,Jeff had a fun time.,0,1,Jeff is going on a field trip to the rainy forest with his class. Jeff is excited and can't wait to go. When Jeff arrived he was very disappointed. The rainy forest wasn't exciting and there was nothing to do. [SEP] Jeff had a fun time.
dd38b8f9-8005-4bbd-8274-031b6cb67861,Jeff is going on a field trip to the rainy forest with his class. Jeff is excited and can't wait to go. When Jeff arrived he was very disappointed. The rainy forest wasn't exciting and there was nothing to do.,Jeff was bored and upset.,1,2,Jeff is going on a field trip to the rainy forest with his class. Jeff is excited and can't wait to go. When Jeff arrived he was very disappointed. The rainy forest wasn't exciting and there was nothing to do. [SEP] Jeff was bored and upset.
fa89b431-41a6-4ab5-a1bf-f244f1c0ad85,Lynn told her friends they were going to sneak out. But sneaking back in was a problem. Her dad was in the kitchen. The girls climbed into the basement through an open window.,Her dad caught them and scolded them for sneaking out.,1,1,Lynn told her friends they were going to sneak out. But sneaking back in was a problem. Her dad was in the kitchen. The girls climbed into the basement through an open window. [SEP] Her dad caught them and scolded them for sneaking out.
fa89b431-41a6-4ab5-a1bf-f244f1c0ad85,Lynn told her friends they were going to sneak out. But sneaking back in was a problem. Her dad was in the kitchen. The girls climbed into the basement through an open window.,Her dad greeted them warmly as they arrived from their trip.,0,2,Lynn told her friends they were going to sneak out. But sneaking back in was a problem. Her dad was in the kitchen. The girls climbed into the basement through an open window. [SEP] Her dad greeted them warmly as they arrived from their trip.
